Date,Store_ID,Product_ID,Category,Units_Sold,Price,Discount,Promotion,Holiday,Temperature,Fuel_Price,Unemployment,Sales
2023-10-12,S017,P001,Clothing,123,72.96,0.1,1,0,25.1,3.66,5.33,8076.67
2023-10-13,S017,P035,Grocery,15,476.43,0.1,0,0,20.2,3.76,6.95,6431.8
2023-10-14,S012,P070,Clothing,50,167.77,0.05,0,0,22.3,3.57,7.17,7969.08
2023-10-15,S014,P059,Grocery,100,332.85,0.2,0,0,26.3,3.66,4.25,26628.0
2023-10-16,S006,P069,Clothing,194,377.15,0.2,1,0,21.0,3.71,6.22,58533.68
2023-10-17,S003,P033,Toys,196,406.91,0.0,1,0,27.7,4.15,6.4,79754.36
2023-10-18,S009,P051,Toys,14,473.15,0.1,0,0,26.8,3.16,5.87,5961.69
2023-10-19,S005,P078,Grocery,172,159.9,0.05,0,0,31.5,4.15,6.33,26127.66
2023-10-20,S017,P012,Toys,132,429.96,0.15,1,0,29.9,4.03,4.82,48241.51
2023-10-21,S014,P020,Grocery,156,70.19,0.1,0,0,26.7,4.11,5.71,9854.68
2023-10-22,S003,P053,Toys,103,354.0,0.0,0,0,23.4,4.1,5.37,36462.0
2023-10-23,S001,P088,Toys,176,372.28,0.2,0,0,30.9,3.71,4.31,52417.02
2023-10-24,S020,P043,Grocery,116,340.47,0.05,1,0,30.6,3.32,6.19,37519.79
2023-10-25,S001,P098,Furniture,64,129.9,0.1,0,0,22.3,3.8,5.73,7482.24
2023-10-26,S003,P089,Toys,194,437.16,0.15,0,1,33.7,4.44,4.96,72087.68
2023-10-27,S018,P050,Clothing,91,88.58,0.0,0,0,21.0,3.88,5.66,8060.78
2023-10-28,S010,P029,Furniture,149,31.55,0.0,0,0,20.8,3.02,6.71,4700.95
2023-10-29,S003,P057,Grocery,69,360.15,0.1,1,0,22.8,3.09,6.81,22365.32
2023-10-30,S008,P039,Furniture,61,240.36,0.15,1,0,33.6,4.49,6.27,12462.67
2023-10-31,S014,P095,Electronics,187,425.3,0.0,1,0,27.8,3.11,5.64,79531.1
2023-11-01,S018,P056,Electronics,110,194.78,0.05,0,0,31.8,3.07,6.02,20354.51
2023-11-02,S015,P043,Toys,185,88.3,0.0,1,0,23.4,3.53,5.35,16335.5
2023-11-03,S002,P050,Toys,188,419.04,0.15,0,1,27.4,4.45,4.44,66962.59
2023-11-04,S010,P023,Clothing,13,276.71,0.2,1,1,25.4,3.48,5.35,2877.78
2023-11-05,S002,P044,Furniture,26,98.65,0.2,0,1,32.4,3.61,5.86,2051.92
2023-11-06,S017,P038,Electronics,145,361.59,0.1,1,0,20.3,3.95,6.1,47187.5
2023-11-07,S008,P084,Toys,93,258.0,0.15,1,0,23.7,3.04,7.28,20394.9
2023-11-08,S001,P023,Furniture,180,304.13,0.0,1,0,22.3,4.35,6.72,54743.4
2023-11-09,S009,P045,Toys,22,233.14,0.0,0,0,32.9,3.78,4.53,5129.08
2023-11-10,S011,P052,Toys,119,415.21,0.2,0,0,27.0,3.7,4.61,39527.99
2023-11-11,S016,P080,Electronics,172,415.63,0.2,0,0,26.1,4.29,4.35,57190.69
2023-11-12,S007,P050,Electronics,149,356.15,0.05,1,0,26.7,4.43,6.58,50413.03
2023-11-13,S010,P008,Toys,147,57.17,0.2,0,0,34.6,3.64,6.47,6723.19
2023-11-14,S003,P085,Grocery,110,420.23,0.05,0,0,32.8,3.26,7.45,43914.04
2023-11-15,S018,P001,Toys,19,337.15,0.0,0,0,30.6,4.22,5.83,6405.85
2023-11-16,S013,P008,Toys,67,350.03,0.05,0,0,24.4,3.6,6.89,22279.41
2023-11-17,S007,P029,Clothing,171,184.68,0.05,0,0,22.5,4.4,6.02,30001.27
2023-11-18,S004,P096,Clothing,17,440.24,0.1,0,0,33.8,4.42,7.06,6735.67
2023-11-19,S013,P005,Clothing,85,364.06,0.2,1,0,26.3,3.17,6.52,24756.08
2023-11-20,S020,P086,Grocery,36,60.73,0.05,1,1,24.2,4.43,6.25,2076.97
2023-11-21,S001,P047,Grocery,141,206.85,0.0,0,0,27.1,3.55,5.98,29165.85
2023-11-22,S008,P034,Toys,44,443.76,0.15,1,1,33.8,3.97,6.53,16596.62
2023-11-23,S014,P065,Clothing,152,28.36,0.05,1,0,25.8,3.05,5.47,4095.18
2023-11-24,S016,P055,Grocery,86,480.9,0.2,0,0,28.4,4.33,4.34,33085.92
2023-11-25,S014,P090,Electronics,81,341.19,0.1,0,0,32.0,3.96,4.14,24872.75
2023-11-26,S012,P043,Toys,195,317.53,0.0,1,0,26.4,3.97,5.68,61918.35
2023-11-27,S019,P074,Furniture,80,138.93,0.1,0,0,23.5,4.35,6.1,10002.96
2023-11-28,S015,P030,Toys,176,128.15,0.15,1,0,34.9,3.76,4.28,19171.24
2023-11-29,S002,P082,Furniture,42,471.32,0.05,1,0,34.3,3.62,5.0,18805.67
2023-11-30,S002,P017,Clothing,192,152.64,0.05,1,0,32.7,4.3,5.13,27841.54
2023-12-01,S019,P026,Furniture,75,388.88,0.2,0,0,30.3,4.11,5.97,23332.8
2023-12-02,S017,P008,Clothing,52,199.6,0.05,1,0,24.4,4.42,4.97,9860.24
2023-12-03,S020,P047,Electronics,22,73.93,0.0,0,0,33.7,4.41,4.33,1626.46
2023-12-04,S010,P076,Furniture,148,10.3,0.15,0,0,24.1,3.57,4.58,1295.74
2023-12-05,S006,P091,Toys,187,274.41,0.1,0,0,32.0,3.67,4.61,46183.2
2023-12-06,S015,P072,Clothing,43,488.01,0.15,0,0,33.8,3.38,6.95,17836.77
2023-12-07,S011,P089,Toys,191,187.72,0.05,0,0,29.0,3.99,5.0,34061.79
2023-12-08,S005,P046,Grocery,93,181.81,0.1,1,0,32.0,3.55,6.5,15217.5
2023-12-09,S001,P068,Clothing,66,175.33,0.2,0,0,31.9,4.18,5.99,9257.42
2023-12-10,S008,P033,Furniture,145,262.67,0.15,0,0,22.9,3.18,7.42,32374.08
2023-12-11,S012,P001,Clothing,113,223.13,0.1,0,0,30.0,3.17,4.95,22692.32
2023-12-12,S012,P019,Toys,85,440.56,0.1,0,0,21.4,3.31,4.55,33702.84
2023-12-13,S005,P031,Electronics,138,255.23,0.1,0,0,27.6,3.13,4.18,31699.57
2023-12-14,S007,P080,Clothing,81,256.34,0.0,1,0,22.4,3.93,4.84,20763.54
2023-12-15,S004,P014,Furniture,192,73.49,0.15,0,0,26.2,3.22,6.39,11993.57
2023-12-16,S006,P053,Grocery,94,491.46,0.1,0,0,32.5,3.24,4.3,41577.52
2023-12-17,S013,P048,Electronics,18,128.74,0.15,1,0,34.8,3.02,4.86,1969.72
2023-12-18,S020,P069,Grocery,99,41.32,0.1,0,0,24.8,4.17,6.99,3681.61
2023-12-19,S015,P090,Clothing,58,333.26,0.2,1,0,28.0,4.22,6.04,15463.26
2023-12-20,S003,P062,Toys,136,299.71,0.2,1,0,27.7,3.24,4.24,32608.45
2023-12-21,S008,P092,Toys,43,210.5,0.2,1,0,34.3,4.11,4.17,7241.2
2023-12-22,S020,P066,Furniture,76,213.99,0.05,1,0,27.2,3.65,4.21,15450.08
2023-12-23,S016,P064,Toys,29,393.61,0.1,0,0,30.5,3.36,7.3,10273.22
2023-12-24,S013,P070,Electronics,81,101.88,0.05,0,0,33.8,3.93,6.97,7839.67
2023-12-25,S018,P063,Toys,164,411.03,0.15,1,0,25.6,3.27,6.96,57297.58
2023-12-26,S010,P073,Furniture,191,326.13,0.05,1,0,33.5,4.14,7.23,59176.29
2023-12-27,S019,P033,Clothing,195,212.39,0.15,0,0,33.8,3.07,5.77,35203.64
2023-12-28,S017,P041,Clothing,170,231.72,0.15,1,0,34.0,4.44,4.87,33483.54
2023-12-29,S019,P089,Toys,124,132.04,0.15,1,0,24.1,3.11,5.4,13917.02
2023-12-30,S005,P048,Grocery,57,377.3,0.05,1,0,26.0,3.87,6.52,20430.8
2023-12-31,S009,P013,Clothing,199,258.87,0.1,0,0,33.1,4.35,7.07,46363.62
2024-01-01,S012,P073,Toys,160,163.82,0.05,1,0,25.4,3.02,5.52,24900.64
2024-01-02,S001,P077,Furniture,135,300.04,0.1,0,1,29.0,3.75,5.87,36454.86
2024-01-03,S001,P031,Toys,154,497.89,0.1,0,0,21.8,3.53,7.26,69007.55
2024-01-04,S015,P075,Clothing,100,220.45,0.15,0,0,20.8,3.87,4.38,18738.25
2024-01-05,S002,P068,Furniture,170,460.74,0.05,1,0,26.2,3.34,7.02,74409.51
2024-01-06,S016,P098,Toys,76,175.78,0.1,1,0,28.7,3.1,4.56,12023.35
2024-01-07,S008,P004,Electronics,66,32.09,0.2,0,1,25.9,3.94,5.69,1694.35
2024-01-08,S013,P019,Furniture,189,106.1,0.1,0,0,28.7,3.63,4.76,18047.61
2024-01-09,S001,P070,Electronics,10,212.25,0.2,0,0,27.7,3.93,6.11,1698.0
2024-01-10,S016,P098,Grocery,36,113.72,0.05,1,0,30.3,3.32,5.96,3889.22
2024-01-11,S007,P082,Furniture,103,5.11,0.05,1,0,29.7,3.51,5.33,500.01
2024-01-12,S005,P013,Electronics,142,457.93,0.05,0,0,26.4,3.84,7.02,61774.76
2024-01-13,S003,P023,Clothing,135,422.72,0.1,0,1,26.4,3.89,6.31,51360.48
2024-01-14,S012,P083,Clothing,191,372.43,0.0,1,1,22.1,3.56,6.52,71134.13
2024-01-15,S016,P075,Grocery,80,88.07,0.1,0,0,27.7,3.42,4.53,6341.04
2024-01-16,S019,P001,Furniture,181,64.58,0.1,1,0,28.8,3.41,7.09,10520.08
2024-01-17,S005,P088,Furniture,63,38.46,0.15,1,0,27.1,3.26,4.58,2059.53
2024-01-18,S014,P054,Furniture,35,363.39,0.15,0,0,24.9,3.49,4.78,10810.85
2024-01-19,S005,P071,Grocery,97,464.76,0.1,0,0,30.8,3.3,4.45,40573.55
2024-01-20,S015,P089,Furniture,73,218.12,0.2,1,0,21.1,3.95,5.54,12738.21
2024-01-21,S017,P085,Clothing,194,63.97,0.15,1,0,33.7,3.85,7.11,10548.65
2024-01-22,S014,P015,Electronics,56,258.63,0.1,1,0,20.3,3.57,4.88,13034.95
2024-01-23,S020,P065,Clothing,93,177.67,0.0,1,1,34.4,3.49,5.31,16523.31
2024-01-24,S005,P076,Clothing,131,190.54,0.2,1,0,26.9,3.36,6.96,19968.59
2024-01-25,S012,P071,Electronics,173,312.56,0.05,0,0,26.2,3.8,6.16,51369.24
2024-01-26,S016,P015,Clothing,35,360.77,0.1,1,0,23.8,4.38,6.63,11364.26
2024-01-27,S016,P021,Grocery,88,59.75,0.1,1,0,20.2,4.03,4.75,4732.2
2024-01-28,S007,P019,Electronics,131,22.62,0.2,1,0,24.1,4.12,6.51,2370.58
2024-01-29,S004,P060,Clothing,154,497.19,0.15,0,0,21.6,4.25,4.8,65082.17
2024-01-30,S001,P093,Toys,136,120.2,0.15,0,0,29.9,3.53,7.46,13895.12
2024-01-31,S005,P089,Clothing,17,31.65,0.15,1,0,24.8,3.09,5.96,457.34
2024-02-01,S010,P033,Grocery,49,98.99,0.05,1,0,31.5,3.93,6.43,4607.98
2024-02-02,S005,P049,Furniture,131,24.28,0.2,0,0,23.1,3.28,4.41,2544.54
2024-02-03,S004,P096,Clothing,174,198.95,0.2,0,0,33.5,3.85,4.88,27693.84
2024-02-04,S002,P035,Furniture,118,402.19,0.15,0,0,27.8,4.11,4.49,40339.66
2024-02-05,S020,P044,Toys,181,173.92,0.15,0,0,21.7,4.18,5.37,26757.59
2024-02-06,S010,P090,Clothing,24,224.87,0.0,1,0,26.0,3.45,4.99,5396.88
2024-02-07,S019,P011,Electronics,85,339.42,0.0,0,0,23.1,3.77,6.57,28850.7
2024-02-08,S001,P099,Furniture,186,256.9,0.1,1,0,23.0,3.93,4.38,43005.06
2024-02-09,S005,P072,Toys,168,431.42,0.1,1,1,27.6,4.23,6.63,65230.7
2024-02-10,S013,P078,Electronics,133,433.69,0.2,0,0,30.1,4.14,4.16,46144.62
2024-02-11,S004,P074,Electronics,147,9.91,0.2,0,0,33.7,4.48,4.71,1165.42
2024-02-12,S016,P066,Electronics,21,390.13,0.05,0,0,27.5,3.01,6.77,7783.09
2024-02-13,S016,P046,Electronics,156,233.06,0.05,0,0,34.5,3.66,6.6,34539.49
2024-02-14,S002,P009,Clothing,62,494.48,0.0,1,1,34.1,3.38,5.67,30657.76
2024-02-15,S017,P003,Clothing,76,244.2,0.1,1,0,33.0,3.18,4.17,16703.28
2024-02-16,S020,P085,Clothing,113,493.51,0.0,1,0,27.5,4.37,6.13,55766.63
2024-02-17,S012,P026,Toys,27,378.51,0.0,0,0,22.1,4.5,5.42,10219.77
2024-02-18,S018,P072,Toys,178,128.06,0.1,1,1,23.3,3.27,5.11,20515.21
2024-02-19,S003,P048,Toys,76,271.51,0.05,0,1,29.7,3.06,6.24,19603.02
2024-02-20,S001,P066,Grocery,12,496.11,0.1,1,0,26.3,3.41,5.53,5357.99
2024-02-21,S001,P070,Toys,63,429.48,0.15,0,0,22.2,4.25,4.32,22998.65
2024-02-22,S019,P028,Clothing,115,53.2,0.15,1,0,27.2,3.44,7.21,5200.3
2024-02-23,S011,P093,Clothing,191,354.65,0.15,1,0,20.3,3.09,6.72,57577.43
2024-02-24,S005,P026,Grocery,17,176.06,0.2,0,0,31.0,3.08,4.2,2394.42
2024-02-25,S012,P025,Grocery,171,8.46,0.05,1,1,21.1,3.64,5.84,1374.33
2024-02-26,S003,P012,Toys,160,204.72,0.05,1,0,29.4,4.4,4.29,31117.44
2024-02-27,S001,P005,Furniture,193,121.2,0.2,0,1,31.9,3.43,6.93,18713.28
2024-02-28,S001,P098,Grocery,20,410.34,0.0,0,0,22.0,3.64,6.15,8206.8
2024-02-29,S008,P048,Electronics,123,171.98,0.15,0,0,27.8,3.15,4.6,17980.51
2024-03-01,S010,P037,Clothing,6,414.62,0.15,0,0,31.7,3.74,4.07,2114.56
2024-03-02,S011,P079,Electronics,149,5.3,0.0,0,0,23.9,4.04,4.11,789.7
2024-03-03,S012,P044,Clothing,34,157.37,0.1,1,0,22.4,3.41,5.78,4815.52
2024-03-04,S013,P100,Clothing,107,124.38,0.1,0,0,25.1,3.45,6.57,11977.79
2024-03-05,S012,P015,Grocery,17,120.62,0.05,1,1,28.3,4.26,4.42,1948.01
2024-03-06,S014,P043,Grocery,100,38.75,0.2,1,0,28.6,3.02,4.77,3100.0
2024-03-07,S002,P048,Electronics,98,97.63,0.05,0,0,22.0,3.95,5.15,9089.35
2024-03-08,S019,P087,Clothing,86,280.0,0.1,1,0,26.9,3.59,4.76,21672.0
2024-03-09,S018,P070,Electronics,17,149.22,0.0,1,0,24.0,3.45,5.37,2536.74
2024-03-10,S003,P046,Furniture,175,211.61,0.05,0,0,32.6,3.99,5.96,35180.16
2024-03-11,S017,P043,Electronics,98,191.55,0.15,1,0,24.7,4.25,6.4,15956.12
2024-03-12,S008,P021,Toys,153,438.57,0.15,0,0,32.6,3.84,7.37,57036.03
2024-03-13,S010,P023,Electronics,116,453.12,0.0,0,0,26.4,3.05,7.26,52561.92
2024-03-14,S002,P080,Toys,59,249.01,0.1,0,0,30.9,3.69,6.0,13222.43
2024-03-15,S019,P047,Toys,85,168.43,0.15,1,1,27.7,3.69,6.57,12169.07
2024-03-16,S009,P015,Toys,172,57.87,0.15,1,0,29.3,3.82,7.33,8460.59
2024-03-17,S007,P025,Furniture,120,476.93,0.2,1,0,25.9,4.01,4.29,45785.28
2024-03-18,S004,P036,Electronics,147,34.81,0.05,1,0,31.5,3.03,4.02,4861.22
2024-03-19,S018,P075,Electronics,184,152.34,0.1,0,0,26.4,3.75,4.1,25227.5
2024-03-20,S013,P051,Furniture,112,152.54,0.05,1,0,26.9,3.88,5.97,16230.26
2024-03-21,S011,P015,Clothing,57,163.6,0.1,0,0,27.8,3.52,6.67,8392.68
2024-03-22,S004,P068,Grocery,132,86.32,0.15,1,0,32.5,4.0,5.28,9685.1
2024-03-23,S004,P021,Electronics,184,392.66,0.2,1,0,29.9,3.34,5.91,57799.55
2024-03-24,S010,P013,Grocery,162,65.64,0.05,1,0,25.2,3.48,5.81,10102.0
2024-03-25,S005,P086,Furniture,165,319.28,0.15,1,0,30.1,4.44,4.33,44779.02
2024-03-26,S009,P019,Clothing,61,66.3,0.1,1,0,29.6,3.52,5.13,3639.87
2024-03-27,S003,P034,Clothing,56,39.92,0.05,0,0,34.0,3.52,4.07,2123.74
2024-03-28,S017,P078,Clothing,141,455.17,0.05,1,0,32.6,3.89,4.39,60970.02
2024-03-29,S003,P068,Furniture,186,99.11,0.15,1,0,29.7,4.46,6.84,15669.29
2024-03-30,S016,P052,Toys,115,411.52,0.05,1,0,25.1,4.47,6.9,44958.56
2024-03-31,S004,P027,Toys,5,274.59,0.2,1,0,31.7,3.87,6.81,1098.36
2024-04-01,S018,P029,Grocery,48,43.54,0.2,0,0,28.6,3.0,6.54,1671.94
2024-04-02,S017,P028,Toys,79,477.95,0.15,1,1,34.8,4.35,6.78,32094.34
2024-04-03,S007,P035,Toys,102,127.25,0.1,0,0,23.7,3.86,6.35,11681.55
2024-04-04,S005,P008,Clothing,13,430.52,0.15,1,0,21.2,3.55,6.34,4757.25
2024-04-05,S012,P016,Clothing,36,88.56,0.2,0,0,21.0,4.24,6.34,2550.53
2024-04-06,S017,P036,Grocery,19,427.7,0.0,0,0,29.6,3.6,5.8,8126.3
2024-04-07,S013,P030,Electronics,144,11.55,0.0,0,0,34.1,3.05,5.27,1663.2
2024-04-08,S003,P018,Grocery,189,258.33,0.05,0,0,20.0,4.23,6.56,46383.15
2024-04-09,S009,P002,Grocery,140,385.87,0.05,0,0,30.9,3.82,5.05,51320.71
2024-04-10,S017,P049,Furniture,76,467.72,0.0,1,1,29.9,3.51,5.9,35546.72
2024-04-11,S017,P077,Furniture,159,455.06,0.2,0,0,31.0,3.38,5.52,57883.63
2024-04-12,S020,P004,Grocery,194,410.71,0.05,1,0,25.3,3.89,4.97,75693.85
2024-04-13,S016,P090,Grocery,16,444.65,0.15,0,0,32.3,3.31,7.41,6047.24
2024-04-14,S013,P089,Grocery,69,103.61,0.15,0,0,20.7,3.49,4.91,6076.73
2024-04-15,S019,P094,Toys,111,145.67,0.2,1,0,31.3,3.95,5.08,12935.5
2024-04-16,S017,P075,Furniture,46,148.04,0.05,0,0,24.0,4.32,4.57,6469.35
2024-04-17,S004,P007,Grocery,194,191.64,0.15,0,0,27.2,3.8,6.88,31601.44
2024-04-18,S012,P095,Clothing,119,199.69,0.05,0,0,32.3,4.14,6.05,22574.95
2024-04-19,S009,P074,Clothing,143,274.55,0.05,0,0,24.1,4.14,6.15,37297.62
2024-04-20,S019,P039,Toys,107,84.14,0.15,1,0,22.8,4.0,6.87,7652.53
2024-04-21,S012,P013,Toys,175,347.17,0.0,0,0,30.2,3.37,5.2,60754.75
2024-04-22,S009,P031,Electronics,99,87.95,0.15,0,0,28.0,4.3,4.68,7400.99
2024-04-23,S007,P071,Electronics,21,158.6,0.2,1,0,27.7,3.65,4.69,2664.48
2024-04-24,S014,P063,Electronics,164,254.16,0.1,1,0,23.9,3.07,6.56,37514.02
2024-04-25,S020,P056,Toys,89,399.24,0.15,0,0,20.5,3.37,6.15,30202.51
2024-04-26,S019,P042,Toys,172,371.04,0.05,0,0,26.2,4.15,4.72,60627.94
2024-04-27,S015,P061,Toys,155,324.54,0.05,1,0,21.6,3.1,4.51,47788.52
2024-04-28,S016,P042,Clothing,60,82.11,0.15,0,0,33.6,3.22,4.42,4187.61
2024-04-29,S005,P056,Toys,138,275.79,0.1,1,0,20.6,4.04,6.2,34253.12
2024-04-30,S003,P036,Clothing,90,48.29,0.15,0,0,26.5,4.34,4.0,3694.19
2024-05-01,S012,P084,Electronics,182,191.79,0.1,1,0,20.8,3.95,4.06,31415.2
2024-05-02,S020,P068,Electronics,106,209.69,0.1,1,0,21.4,3.33,5.36,20004.43
2024-05-03,S004,P007,Electronics,169,24.71,0.2,1,0,29.9,3.08,6.42,3340.79
2024-05-04,S016,P054,Grocery,196,140.62,0.05,0,1,29.7,3.92,6.43,26183.44
2024-05-05,S007,P001,Grocery,58,478.05,0.05,0,0,20.5,3.07,5.51,26340.56
2024-05-06,S013,P044,Furniture,181,477.05,0.1,0,0,20.0,3.92,6.42,77711.45
2024-05-07,S010,P045,Furniture,119,179.4,0.05,0,0,21.2,3.34,5.82,20281.17
2024-05-08,S007,P047,Furniture,143,26.33,0.0,1,0,31.4,4.36,7.42,3765.19
2024-05-09,S014,P013,Grocery,92,93.65,0.1,1,0,28.8,3.71,4.57,7754.22
2024-05-10,S005,P022,Grocery,53,199.15,0.05,1,0,20.6,3.34,6.1,10027.2
2024-05-11,S003,P021,Furniture,153,474.15,0.0,0,0,27.3,4.28,5.72,72544.95
2024-05-12,S011,P086,Furniture,119,74.89,0.2,0,0,30.7,3.38,4.68,7129.53
2024-05-13,S011,P092,Toys,198,382.94,0.05,0,0,33.0,3.46,6.62,72031.01
2024-05-14,S018,P009,Furniture,67,58.8,0.0,1,1,34.0,4.25,4.96,3939.6
2024-05-15,S015,P026,Toys,108,490.72,0.15,0,0,24.9,3.46,5.34,45048.1
2024-05-16,S012,P009,Clothing,87,193.9,0.15,0,0,22.0,3.62,5.31,14338.9
2024-05-17,S009,P015,Grocery,107,388.74,0.0,1,0,23.6,3.52,4.85,41595.18
2024-05-18,S010,P010,Furniture,160,174.58,0.1,1,0,31.6,3.17,5.51,25139.52
2024-05-19,S012,P088,Grocery,21,315.7,0.1,0,0,34.6,3.06,5.66,5966.73
2024-05-20,S017,P042,Grocery,10,100.05,0.05,1,0,27.0,4.09,6.6,950.47
2024-05-21,S006,P072,Grocery,151,77.28,0.15,0,0,24.6,3.97,6.68,9918.89
2024-05-22,S007,P024,Clothing,188,469.34,0.1,1,0,26.4,3.42,4.55,79412.33
2024-05-23,S014,P080,Electronics,32,459.24,0.1,1,0,24.6,3.44,6.07,13226.11
2024-05-24,S013,P049,Furniture,198,444.3,0.15,1,1,23.8,4.42,7.14,74775.69
2024-05-25,S008,P026,Electronics,42,314.59,0.2,0,0,28.9,4.48,4.38,10570.22
2024-05-26,S010,P091,Electronics,123,405.09,0.1,0,0,20.2,3.71,5.66,44843.46
2024-05-27,S009,P037,Electronics,41,39.17,0.0,0,0,23.9,4.2,6.63,1605.97
2024-05-28,S018,P068,Grocery,119,170.72,0.05,1,1,29.9,4.11,6.14,19299.9
2024-05-29,S002,P050,Toys,72,160.28,0.1,1,0,20.5,3.45,4.35,10386.14
2024-05-30,S005,P024,Grocery,181,319.64,0.1,1,0,21.2,3.09,5.39,52069.36
2024-05-31,S005,P019,Grocery,47,181.2,0.2,1,1,24.4,3.21,5.78,6813.12
2024-06-01,S006,P100,Electronics,168,78.51,0.0,0,1,33.2,4.26,7.49,13189.68
2024-06-02,S019,P060,Grocery,62,300.25,0.05,0,0,31.5,4.1,4.63,17684.72
2024-06-03,S008,P039,Electronics,17,408.12,0.1,0,0,20.3,4.0,7.44,6244.24
2024-06-04,S016,P074,Toys,56,194.15,0.05,1,0,27.5,3.2,5.32,10328.78
2024-06-05,S013,P089,Furniture,62,70.47,0.15,1,0,24.1,3.96,4.7,3713.77
2024-06-06,S001,P018,Electronics,36,102.36,0.1,0,0,29.7,4.16,5.45,3316.46
2024-06-07,S020,P019,Toys,109,122.55,0.1,1,0,30.8,4.29,6.15,12022.16
2024-06-08,S017,P036,Furniture,192,153.45,0.15,0,0,32.9,3.02,4.75,25043.04
2024-06-09,S007,P074,Clothing,87,323.18,0.2,1,0,27.1,4.03,5.02,22493.33
2024-06-10,S013,P097,Electronics,190,302.47,0.1,1,0,34.9,3.03,6.99,51722.37
2024-06-11,S004,P055,Electronics,103,349.56,0.05,0,0,34.7,4.06,7.5,34204.45
2024-06-12,S004,P069,Clothing,108,184.44,0.0,0,0,33.2,3.95,5.11,19919.52
2024-06-13,S006,P047,Clothing,188,412.88,0.05,1,0,28.6,3.22,4.52,73740.37
2024-06-14,S019,P049,Electronics,32,106.02,0.2,0,0,26.0,4.15,6.78,2714.11
2024-06-15,S012,P099,Clothing,133,237.18,0.0,0,1,25.5,3.1,6.1,31544.94
2024-06-16,S007,P098,Grocery,174,401.46,0.05,1,0,20.2,4.24,4.35,66361.34
2024-06-17,S010,P033,Furniture,52,94.18,0.05,1,0,23.7,3.39,7.31,4652.49
2024-06-18,S019,P021,Furniture,44,59.38,0.15,1,0,30.8,4.03,4.27,2220.81
2024-06-19,S007,P081,Furniture,101,442.42,0.2,0,0,29.1,4.39,6.19,35747.54
2024-06-20,S003,P022,Grocery,195,174.75,0.15,1,0,33.7,3.51,5.48,28964.81
2024-06-21,S013,P048,Clothing,118,343.52,0.0,1,0,20.8,3.75,5.95,40535.36
2024-06-22,S013,P037,Toys,136,17.55,0.15,1,0,22.3,3.69,4.75,2028.78
2024-06-23,S018,P015,Clothing,170,346.57,0.2,1,0,31.8,3.24,6.41,47133.52
2024-06-24,S020,P035,Electronics,159,161.47,0.1,1,0,25.4,3.89,7.36,23106.36
2024-06-25,S008,P092,Furniture,141,32.59,0.1,0,0,21.8,4.11,5.6,4135.67
2024-06-26,S009,P071,Clothing,115,306.86,0.0,1,0,34.9,4.38,5.83,35288.9
2024-06-27,S007,P032,Toys,148,124.2,0.1,1,0,31.8,4.28,4.84,16543.44
2024-06-28,S001,P011,Electronics,188,196.47,0.15,0,0,26.1,3.77,7.12,31395.91
2024-06-29,S003,P010,Grocery,80,44.89,0.0,1,0,32.4,4.08,7.4,3591.2
2024-06-30,S013,P073,Grocery,35,77.85,0.2,1,0,30.2,4.2,6.75,2179.8
2024-07-01,S017,P078,Toys,123,152.5,0.0,0,0,31.8,3.74,5.9,18757.5
2024-07-02,S001,P077,Electronics,146,49.43,0.0,1,0,32.2,3.17,7.35,7216.78
2024-07-03,S006,P057,Furniture,29,455.86,0.05,0,0,21.3,3.66,4.54,12558.94
2024-07-04,S006,P025,Clothing,38,7.99,0.05,1,0,29.3,4.26,5.67,288.44
2024-07-05,S012,P002,Electronics,71,244.51,0.0,0,0,20.1,3.89,5.88,17360.21
2024-07-06,S013,P064,Grocery,156,66.01,0.1,0,0,20.7,4.09,5.72,9267.8
2024-07-07,S013,P035,Toys,122,157.3,0.05,1,1,33.6,3.28,6.81,18231.07
2024-07-08,S015,P007,Toys,77,463.4,0.2,0,0,27.9,4.45,6.35,28545.44
2024-07-09,S016,P085,Clothing,30,85.04,0.15,0,0,31.0,3.61,4.44,2168.52
2024-07-10,S011,P018,Toys,152,483.09,0.05,1,0,32.6,3.98,5.21,69758.2
2024-07-11,S005,P067,Toys,196,106.87,0.0,1,0,34.2,3.03,5.19,20946.52
2024-07-12,S004,P042,Electronics,108,372.08,0.1,0,0,33.0,3.19,5.98,36166.18
2024-07-13,S003,P039,Furniture,14,275.61,0.15,1,0,27.2,4.17,5.02,3279.76
2024-07-14,S019,P041,Clothing,71,442.82,0.05,0,0,25.0,4.45,4.41,29868.21
2024-07-15,S020,P075,Electronics,156,279.23,0.1,0,0,22.3,3.48,6.29,39203.89
2024-07-16,S018,P024,Furniture,9,269.61,0.1,1,1,26.0,3.06,6.98,2183.84
2024-07-17,S015,P060,Electronics,199,101.75,0.1,1,0,25.5,3.54,7.26,18223.42
2024-07-18,S009,P046,Electronics,190,87.28,0.0,0,0,28.4,3.03,7.4,16583.2
2024-07-19,S017,P019,Toys,31,458.66,0.2,1,0,30.0,3.29,6.73,11374.77
2024-07-20,S014,P068,Furniture,117,167.28,0.1,1,0,34.7,4.13,4.49,17614.58
2024-07-21,S015,P090,Clothing,19,189.18,0.15,0,0,30.9,4.41,6.99,3055.26
2024-07-22,S001,P042,Clothing,167,381.11,0.05,0,0,29.7,3.13,5.4,60463.1
