EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,DistanceFromHome,YearsAtCompany,TrainingHours,LastPromotionYears,PerformanceRating,WorkLifeBalance,OverTime,Attrition,MonthlySalary
11490,55,Male,Operations,Ops Executive,4,Technical Degree,Married,8721,22,2,120,6,4,2,Yes,No,8721
11491,54,Female,Marketing,Marketing Executive,5,Technical Degree,Married,7985,4,2,125,3,4,1,No,No,7985
11492,31,Female,Sales,Sales Manager,3,Life Sciences,Single,7089,2,2,24,1,4,3,Yes,No,7089
11493,26,Female,R&D,Research Scientist,1,Technical Degree,Married,3718,22,6,129,7,4,2,Yes,No,3718
11494,48,Male,Finance,Finance Manager,3,Other,Married,8365,24,4,125,6,4,3,No,No,8365
11495,30,Female,IT,IT Manager,5,Technical Degree,Married,4905,26,0,125,9,3,3,No,No,4905
11496,52,Male,Finance,Accountant,3,Life Sciences,Married,8483,22,4,118,3,3,3,No,No,8483
11497,25,Female,IT,System Admin,4,Other,Single,7299,5,2,154,10,3,4,Yes,No,7299
11498,34,Male,R&D,R&D Manager,3,Marketing,Married,6000,10,4,59,7,3,3,Yes,Yes,6000
11499,51,Male,Sales,Account Manager,1,Other,Single,3771,19,2,108,6,4,2,No,Yes,3771
11500,30,Female,Sales,Account Manager,3,Other,Single,5786,41,2,4,7,3,3,No,Yes,5786
11501,42,Male,Sales,Sales Manager,4,Marketing,Single,4254,22,4,26,2,3,4,Yes,No,4254
11502,45,Female,R&D,R&D Manager,5,Technical Degree,Single,1500,27,1,75,3,3,3,No,No,1500
11503,53,Female,Sales,Account Manager,4,Technical Degree,Married,2673,2,0,124,4,3,3,No,No,2673
11504,53,Male,R&D,R&D Manager,3,Life Sciences,Married,6879,21,3,77,3,3,3,No,No,6879
11505,48,Male,Finance,Financial Analyst,4,Life Sciences,Single,1500,25,4,187,2,3,2,No,No,1500
11506,23,Female,Operations,Logistics Manager,4,Life Sciences,Married,13129,22,2,63,2,3,3,No,No,13129
11507,36,Female,Operations,Logistics Manager,1,Technical Degree,Single,4489,9,4,142,3,4,4,No,No,4489
11508,54,Male,R&D,Lab Technician,5,Technical Degree,Single,8574,31,0,35,5,3,4,No,No,8574
11509,32,Male,Sales,Sales Manager,3,Life Sciences,Married,1500,45,1,77,0,4,3,No,No,1500
11510,58,Female,Sales,Sales Executive,5,Life Sciences,Single,3061,1,3,85,9,4,3,No,Yes,3061
11511,34,Female,Marketing,Marketing Executive,4,Life Sciences,Married,9183,15,3,38,5,3,4,No,No,9183
11512,48,Male,R&D,Research Scientist,2,Other,Single,7252,30,5,167,3,3,3,No,No,7252
11513,48,Male,Sales,Sales Executive,2,Life Sciences,Married,4813,13,5,183,5,4,3,No,No,4813
11514,30,Female,Operations,Ops Executive,3,Technical Degree,Single,11963,14,5,4,7,3,3,No,No,11963
11515,51,Female,R&D,Lab Technician,3,Other,Single,1762,43,5,90,0,3,3,No,No,1762
11516,21,Female,Operations,Logistics Manager,3,Life Sciences,Single,9286,34,0,93,8,3,4,No,No,9286
11517,33,Female,R&D,Lab Technician,4,Life Sciences,Married,4712,25,3,110,1,4,3,No,No,4712
11518,39,Female,R&D,Research Scientist,3,Technical Degree,Single,3457,33,1,19,7,3,1,Yes,No,3457
11519,41,Male,R&D,R&D Manager,2,Other,Single,1500,43,2,199,2,4,4,No,Yes,1500
11520,30,Female,Operations,Logistics Manager,5,Technical Degree,Single,1500,21,4,183,8,3,2,No,No,1500
11521,46,Male,Operations,Logistics Manager,3,Marketing,Single,6419,32,2,31,1,3,1,No,No,6419
11522,22,Female,HR,HR Manager,4,Other,Single,6228,16,3,89,2,4,3,Yes,No,6228
11523,36,Male,Sales,Sales Executive,2,Technical Degree,Single,3718,5,3,79,5,3,2,No,No,3718
11524,47,Male,R&D,R&D Manager,4,Other,Divorced,5387,27,3,189,1,4,3,No,No,5387
11525,48,Female,Marketing,Marketing Manager,2,Marketing,Single,5554,26,3,137,2,3,3,No,No,5554
11526,40,Female,Finance,Accountant,4,Other,Married,4589,19,2,129,1,3,2,No,No,4589
11527,35,Male,IT,System Admin,4,Medical,Divorced,2997,22,2,86,4,4,3,Yes,No,2997
11528,56,Female,R&D,Research Scientist,5,Life Sciences,Single,7584,10,1,147,6,3,3,No,No,7584
11529,39,Male,R&D,R&D Manager,3,Life Sciences,Married,9737,15,5,163,4,4,2,Yes,No,9737
11530,25,Male,R&D,Research Scientist,2,Life Sciences,Single,7125,34,3,87,5,5,3,No,No,7125
11531,38,Female,IT,IT Manager,4,Technical Degree,Married,7307,30,3,33,4,3,3,No,No,7307
11532,24,Male,Operations,Logistics Manager,3,Life Sciences,Married,8268,35,1,118,3,3,3,No,No,8268
11533,22,Female,R&D,R&D Manager,3,Technical Degree,Single,5301,14,1,191,4,4,3,No,No,5301
11534,20,Male,R&D,Research Scientist,3,Life Sciences,Single,4072,23,2,63,7,4,3,No,No,4072
11535,57,Female,R&D,R&D Manager,2,Technical Degree,Single,1500,49,3,85,7,4,2,No,No,1500
11536,34,Female,Sales,Sales Executive,3,Technical Degree,Divorced,4341,7,2,60,5,3,3,No,No,4341
11537,53,Male,Marketing,Marketing Manager,3,Technical Degree,Single,4109,46,3,136,8,3,3,No,No,4109
11538,54,Male,R&D,Lab Technician,3,Life Sciences,Divorced,2844,26,1,89,1,4,2,No,No,2844
11539,44,Female,Operations,Logistics Manager,3,Technical Degree,Married,6704,29,2,18,8,3,3,No,No,6704
11540,43,Female,IT,Developer,3,Other,Single,5421,10,0,148,2,3,3,Yes,No,5421
11541,31,Male,IT,System Admin,4,Technical Degree,Married,7280,48,9,172,9,1,3,No,No,7280
11542,37,Male,Marketing,Marketing Manager,5,Life Sciences,Single,2626,30,4,117,7,4,3,Yes,No,2626
11543,34,Male,Finance,Finance Manager,2,Technical Degree,Married,1500,46,2,11,0,3,4,Yes,No,1500
11544,35,Male,Operations,Logistics Manager,4,Technical Degree,Single,8005,46,0,81,1,4,4,No,No,8005
11545,46,Male,Sales,Sales Executive,5,Marketing,Single,8477,23,4,172,1,5,3,No,No,8477
11546,27,Male,Finance,Finance Manager,4,Marketing,Married,3476,10,0,166,1,3,3,No,No,3476
11547,44,Female,IT,Developer,5,Medical,Married,4929,47,3,136,10,2,3,No,No,4929
11548,36,Female,R&D,R&D Manager,3,Other,Married,6822,26,1,58,9,4,3,Yes,No,6822
11549,48,Female,IT,Developer,4,Life Sciences,Married,7740,18,4,101,7,3,4,No,No,7740
11550,27,Female,IT,Developer,4,Technical Degree,Divorced,1500,1,4,171,6,3,3,No,No,1500
11551,34,Female,Operations,Operations Manager,3,Medical,Married,8954,3,2,34,9,1,2,No,Yes,8954
11552,46,Female,R&D,R&D Manager,4,Technical Degree,Married,2014,41,2,100,3,3,3,No,No,2014
11553,26,Female,Finance,Financial Analyst,3,Medical,Single,1791,10,4,186,6,5,3,No,No,1791
11554,22,Female,R&D,R&D Manager,2,Marketing,Single,4759,29,6,139,3,2,4,No,Yes,4759
11555,48,Female,IT,System Admin,2,Technical Degree,Single,4701,5,0,173,2,4,3,No,No,4701
11556,43,Male,R&D,R&D Manager,4,Life Sciences,Married,6084,5,3,192,7,3,4,No,No,6084
11557,22,Female,HR,HR Executive,4,Technical Degree,Married,6470,15,6,83,3,4,3,Yes,No,6470
11558,39,Female,R&D,R&D Manager,3,Medical,Married,11088,26,7,108,5,4,3,No,No,11088
11559,34,Female,Sales,Account Manager,3,Human Resources,Divorced,3263,26,3,80,6,1,3,No,Yes,3263
11560,44,Female,Sales,Sales Executive,2,Human Resources,Single,9194,36,4,39,1,4,3,Yes,No,9194
11561,49,Female,Sales,Account Manager,3,Life Sciences,Married,1567,4,4,195,6,4,4,No,No,1567
11562,33,Female,Finance,Financial Analyst,4,Medical,Married,2289,26,1,129,2,4,3,No,No,2289
11563,26,Male,Operations,Ops Executive,4,Technical Degree,Single,3179,50,8,148,0,4,3,No,No,3179
11564,36,Female,Sales,Sales Executive,4,Other,Married,1500,29,1,108,3,4,4,No,No,1500
11565,39,Male,Sales,Sales Executive,5,Life Sciences,Married,7343,39,4,65,1,3,4,No,No,7343
11566,55,Female,R&D,Lab Technician,4,Marketing,Married,9659,22,3,74,3,4,3,Yes,No,9659
11567,28,Female,IT,System Admin,2,Other,Married,8721,1,3,79,0,3,3,No,No,8721
11568,57,Male,Sales,Sales Executive,3,Technical Degree,Married,1500,28,2,2,10,4,3,No,No,1500
11569,41,Male,R&D,R&D Manager,2,Marketing,Married,12840,46,5,140,3,4,3,No,No,12840
11570,21,Female,Sales,Sales Manager,3,Other,Single,6335,39,3,85,10,3,3,No,Yes,6335
11571,43,Male,R&D,Research Scientist,4,Human Resources,Married,10635,19,0,171,9,4,3,No,No,10635
11572,27,Male,Sales,Sales Manager,2,Life Sciences,Married,5582,41,1,33,10,3,3,Yes,No,5582
11573,30,Female,R&D,Research Scientist,4,Technical Degree,Single,5614,12,4,180,4,4,2,No,No,5614
11574,32,Male,IT,System Admin,3,Other,Married,4872,42,5,160,1,3,2,No,No,4872
11575,36,Male,Finance,Financial Analyst,4,Medical,Married,12197,6,3,89,4,3,3,No,No,12197
11576,27,Female,Sales,Sales Manager,1,Marketing,Married,10163,35,3,155,9,3,3,No,No,10163
11577,40,Male,Finance,Accountant,2,Technical Degree,Single,5825,11,2,109,0,3,3,No,No,5825
11578,37,Male,R&D,R&D Manager,4,Technical Degree,Single,5036,1,1,90,6,5,2,No,Yes,5036
11579,49,Female,Marketing,Content Specialist,4,Marketing,Married,8235,1,4,181,5,4,3,No,No,8235
11580,37,Female,R&D,R&D Manager,4,Life Sciences,Married,1500,7,1,163,3,3,3,Yes,No,1500
11581,50,Female,IT,System Admin,4,Life Sciences,Divorced,1500,43,3,45,0,5,4,Yes,Yes,1500
11582,57,Female,IT,Developer,3,Human Resources,Divorced,2892,42,5,166,6,4,3,No,No,2892
11583,51,Female,Sales,Account Manager,2,Life Sciences,Single,7127,29,0,81,6,3,2,Yes,No,7127
11584,30,Male,Operations,Logistics Manager,4,Other,Single,9184,34,1,34,10,3,3,No,No,9184
11585,44,Male,R&D,R&D Manager,2,Technical Degree,Single,2267,7,5,68,9,4,3,No,No,2267
11586,52,Male,Finance,Financial Analyst,4,Other,Single,10615,31,3,198,3,3,3,No,No,10615
11587,57,Male,Sales,Sales Executive,3,Technical Degree,Married,4391,1,2,191,6,3,3,No,No,4391
11588,27,Female,R&D,Research Scientist,3,Life Sciences,Married,7280,37,3,7,3,4,4,No,No,7280
11589,30,Female,HR,HR Executive,3,Technical Degree,Single,4381,26,3,121,5,4,3,Yes,Yes,4381
11590,41,Male,R&D,Research Scientist,5,Life Sciences,Single,5650,50,2,102,1,3,3,No,No,5650
11591,43,Female,R&D,R&D Manager,4,Life Sciences,Single,11419,29,3,177,10,5,3,No,No,11419
11592,36,Male,R&D,R&D Manager,4,Technical Degree,Married,4392,35,5,146,4,3,2,Yes,No,4392
11593,31,Male,Finance,Accountant,3,Life Sciences,Married,3176,37,2,149,10,3,3,Yes,No,3176
11594,51,Female,R&D,Lab Technician,2,Technical Degree,Single,8000,10,7,159,1,3,4,No,No,8000
11595,34,Male,Sales,Sales Executive,5,Human Resources,Single,8922,5,2,77,10,3,3,Yes,No,8922
11596,35,Male,Finance,Financial Analyst,2,Life Sciences,Married,1500,30,3,158,3,3,3,No,No,1500
11597,41,Male,R&D,R&D Manager,3,Life Sciences,Married,7102,50,4,113,6,5,3,No,No,7102
11598,47,Male,R&D,Research Scientist,3,Marketing,Single,7610,46,2,81,1,4,3,No,No,7610
11599,39,Female,Sales,Sales Executive,3,Other,Single,11235,4,4,20,2,3,3,No,Yes,11235
11600,52,Female,Sales,Sales Executive,3,Technical Degree,Single,4793,7,5,19,7,4,2,No,No,4793
11601,29,Male,Sales,Sales Manager,4,Technical Degree,Single,10041,20,4,37,1,2,1,No,No,10041
11602,59,Male,Marketing,Marketing Manager,5,Technical Degree,Married,6484,28,6,66,1,3,3,Yes,No,6484
11603,51,Female,R&D,Lab Technician,3,Life Sciences,Single,5102,7,5,10,7,4,1,No,No,5102
11604,52,Female,Sales,Sales Executive,2,Marketing,Married,3772,11,0,169,0,2,3,No,No,3772
11605,21,Male,Sales,Sales Executive,4,Technical Degree,Married,7490,49,2,164,0,4,3,No,No,7490
11606,52,Male,Sales,Sales Manager,3,Technical Degree,Married,2496,14,4,36,7,3,3,No,No,2496
11607,52,Female,HR,Recruiter,5,Other,Married,2723,8,1,39,8,3,3,No,No,2723
11608,32,Female,Sales,Account Manager,2,Other,Single,7815,24,4,124,2,3,4,No,No,7815
11609,49,Male,R&D,Research Scientist,2,Life Sciences,Single,11542,31,3,138,9,3,4,No,No,11542
11610,52,Female,R&D,Research Scientist,4,Marketing,Married,1744,2,1,37,10,4,1,No,No,1744
11611,32,Male,Operations,Logistics Manager,4,Technical Degree,Single,3803,8,3,165,2,3,3,No,No,3803
11612,45,Male,R&D,R&D Manager,3,Technical Degree,Single,6879,27,4,139,10,3,3,No,Yes,6879
11613,41,Male,R&D,R&D Manager,3,Medical,Single,4342,43,4,41,1,3,2,No,No,4342
11614,58,Female,IT,Developer,3,Other,Single,1500,24,3,101,7,3,3,No,No,1500
11615,21,Male,R&D,Research Scientist,3,Life Sciences,Married,3435,6,3,89,0,3,2,Yes,No,3435
11616,57,Male,IT,System Admin,3,Technical Degree,Married,7469,11,1,4,6,3,4,Yes,No,7469
11617,58,Male,Finance,Financial Analyst,4,Marketing,Divorced,5160,49,1,156,5,4,4,No,No,5160
11618,45,Female,R&D,Lab Technician,2,Technical Degree,Married,7101,16,0,3,3,3,4,No,No,7101
11619,34,Male,R&D,Research Scientist,3,Technical Degree,Single,1908,29,3,9,9,3,1,No,No,1908
11620,53,Male,Marketing,Marketing Executive,4,Technical Degree,Single,7008,41,4,172,0,3,4,No,No,7008
11621,59,Male,Finance,Financial Analyst,1,Marketing,Single,1500,30,2,117,2,3,4,No,No,1500
11622,30,Female,Operations,Operations Manager,4,Life Sciences,Single,8344,45,2,138,10,3,4,No,Yes,8344
11623,22,Male,Sales,Sales Executive,4,Human Resources,Married,10103,7,0,131,0,2,3,No,Yes,10103
11624,25,Male,R&D,Research Scientist,2,Life Sciences,Married,1820,16,3,16,7,3,4,Yes,No,1820
11625,28,Male,Operations,Operations Manager,4,Medical,Married,4284,36,0,167,0,3,3,No,No,4284
11626,25,Female,R&D,R&D Manager,3,Life Sciences,Married,1553,31,3,53,7,5,4,No,No,1553
11627,28,Female,Marketing,Marketing Executive,4,Life Sciences,Married,6275,11,3,109,8,3,3,Yes,No,6275
11628,58,Female,Sales,Account Manager,4,Marketing,Married,6459,19,4,147,9,3,3,No,No,6459
11629,50,Female,Operations,Operations Manager,4,Marketing,Married,1986,14,1,76,6,3,3,No,No,1986
11630,51,Female,R&D,R&D Manager,3,Life Sciences,Married,4263,15,3,83,2,3,3,No,No,4263
11631,31,Male,Sales,Account Manager,3,Other,Married,9230,8,6,56,8,4,3,No,No,9230
11632,27,Female,Operations,Logistics Manager,3,Life Sciences,Single,7669,12,1,89,7,3,1,No,No,7669
11633,27,Male,R&D,Research Scientist,4,Life Sciences,Single,6587,43,2,183,5,4,3,No,No,6587
11634,47,Male,Sales,Sales Manager,5,Other,Married,9293,24,4,73,5,3,3,No,No,9293
11635,39,Female,Sales,Sales Executive,2,Other,Single,11416,38,3,161,3,3,3,No,No,11416
11636,26,Male,Finance,Finance Manager,1,Other,Married,6414,13,2,13,4,3,3,No,No,6414
11637,30,Male,Marketing,Content Specialist,4,Technical Degree,Married,6922,18,2,99,1,3,2,Yes,No,6922
11638,39,Male,Sales,Account Manager,3,Life Sciences,Married,5152,35,3,114,6,3,2,Yes,No,5152
11639,35,Female,R&D,R&D Manager,3,Life Sciences,Single,6511,29,3,146,4,3,3,No,No,6511
11640,23,Male,Sales,Account Manager,2,Technical Degree,Single,3884,20,4,85,4,3,3,No,No,3884
11641,25,Female,IT,Developer,3,Technical Degree,Married,1500,34,2,126,4,4,2,Yes,No,1500
11642,41,Female,Sales,Account Manager,5,Other,Married,8396,3,1,54,3,3,3,No,No,8396
11643,45,Female,Sales,Sales Executive,5,Technical Degree,Single,8092,40,3,118,1,4,3,Yes,No,8092
11644,22,Male,Sales,Sales Executive,3,Other,Divorced,6210,35,1,34,7,3,3,No,No,6210
11645,33,Female,HR,HR Manager,5,Other,Married,6379,42,4,35,0,4,3,No,No,6379
11646,30,Male,Operations,Ops Executive,3,Technical Degree,Married,3911,31,4,6,8,3,3,No,No,3911
11647,37,Male,R&D,Lab Technician,4,Life Sciences,Married,9609,7,3,162,7,4,1,Yes,No,9609
11648,31,Male,Sales,Sales Executive,3,Technical Degree,Single,2355,9,3,130,4,2,3,No,No,2355
11649,42,Female,HR,HR Manager,4,Technical Degree,Divorced,10226,50,3,40,2,4,4,Yes,No,10226
11650,31,Male,IT,IT Manager,3,Life Sciences,Divorced,7752,48,3,168,2,3,2,No,No,7752
11651,32,Male,Sales,Sales Manager,2,Life Sciences,Married,6876,17,5,63,7,3,3,No,Yes,6876
11652,44,Male,Sales,Sales Manager,5,Life Sciences,Married,7054,7,4,24,0,4,3,No,No,7054
11653,38,Male,Sales,Sales Executive,3,Technical Degree,Married,9040,5,0,67,2,2,2,No,No,9040
11654,55,Female,IT,Developer,5,Technical Degree,Married,4315,24,3,151,3,5,4,No,No,4315
11655,27,Female,HR,Recruiter,2,Life Sciences,Single,8358,15,3,178,5,3,3,Yes,No,8358
11656,48,Female,R&D,R&D Manager,1,Life Sciences,Married,4802,2,3,148,6,4,3,No,No,4802
11657,51,Male,Sales,Account Manager,4,Life Sciences,Single,7395,15,5,25,4,4,4,No,No,7395
11658,37,Male,R&D,Lab Technician,3,Human Resources,Single,1500,21,4,95,4,3,3,No,No,1500
11659,25,Female,Marketing,Content Specialist,3,Life Sciences,Single,3976,37,4,23,9,4,3,No,No,3976
11660,37,Male,Sales,Account Manager,2,Human Resources,Single,11263,14,3,115,4,3,1,No,No,11263
11661,38,Female,Operations,Operations Manager,3,Marketing,Married,9995,2,1,125,3,4,3,No,No,9995
11662,41,Male,HR,HR Executive,3,Medical,Single,10947,25,2,133,10,1,4,No,Yes,10947
11663,56,Female,Sales,Sales Manager,3,Life Sciences,Married,9422,27,2,192,4,5,3,No,No,9422
11664,51,Male,R&D,Lab Technician,4,Marketing,Single,4098,38,7,191,6,3,3,No,No,4098
11665,22,Male,Marketing,Content Specialist,4,Marketing,Married,4471,19,3,112,10,3,1,No,No,4471
11666,47,Female,R&D,R&D Manager,5,Life Sciences,Married,8968,42,2,126,6,3,3,No,Yes,8968
11667,29,Female,Operations,Ops Executive,4,Other,Single,9240,48,4,81,6,3,3,Yes,No,9240
11668,54,Male,R&D,R&D Manager,3,Life Sciences,Married,10158,30,5,157,9,3,3,No,No,10158
11669,48,Female,HR,Recruiter,3,Technical Degree,Married,6580,49,3,36,2,5,4,No,No,6580
11670,34,Female,Operations,Logistics Manager,3,Technical Degree,Single,5806,10,3,92,10,3,2,No,No,5806
11671,52,Male,Marketing,Content Specialist,3,Life Sciences,Single,9589,31,4,134,9,3,3,No,No,9589
11672,26,Male,R&D,Lab Technician,3,Life Sciences,Single,1500,13,5,174,0,5,3,No,No,1500
11673,31,Male,Finance,Accountant,4,Life Sciences,Married,5493,13,4,142,9,3,3,No,No,5493
11674,49,Male,Sales,Account Manager,4,Marketing,Married,5227,27,3,161,5,2,1,No,No,5227
11675,40,Female,R&D,Research Scientist,4,Life Sciences,Married,5262,46,1,186,1,3,4,No,No,5262
11676,50,Male,R&D,Lab Technician,3,Other,Single,9975,19,3,91,8,3,3,No,No,9975
11677,43,Male,Sales,Sales Manager,3,Human Resources,Single,7857,19,2,18,4,3,2,No,No,7857
11678,39,Male,R&D,Lab Technician,4,Other,Single,6371,37,0,165,4,4,4,Yes,No,6371
11679,56,Male,R&D,R&D Manager,4,Life Sciences,Single,1500,41,2,52,10,3,4,No,No,1500
11680,23,Male,Marketing,Marketing Manager,4,Technical Degree,Single,2598,15,1,161,4,3,3,No,No,2598
11681,47,Male,Finance,Accountant,1,Technical Degree,Single,8423,28,5,78,10,4,3,No,No,8423
11682,39,Male,R&D,Lab Technician,4,Technical Degree,Married,6763,44,3,52,9,5,1,Yes,No,6763
11683,43,Female,Marketing,Content Specialist,4,Medical,Divorced,9685,36,2,122,1,3,3,No,No,9685
11684,51,Male,Sales,Sales Manager,2,Marketing,Single,3865,28,5,101,10,4,2,No,No,3865
11685,55,Female,R&D,Lab Technician,2,Life Sciences,Married,6129,50,0,83,5,3,3,No,No,6129
11686,53,Male,Finance,Finance Manager,4,Other,Married,5497,33,4,34,4,3,4,No,No,5497
11687,55,Male,Sales,Sales Manager,3,Other,Married,8655,44,3,154,9,3,3,Yes,Yes,8655
11688,21,Male,IT,System Admin,4,Human Resources,Single,12184,22,2,112,10,3,3,Yes,No,12184
11689,34,Male,Sales,Sales Manager,2,Other,Married,4312,9,3,5,5,2,2,No,No,4312
11690,53,Female,Sales,Account Manager,1,Life Sciences,Divorced,1500,36,4,85,3,3,3,No,No,1500
11691,55,Female,Sales,Sales Manager,2,Life Sciences,Married,7462,6,4,188,1,4,2,Yes,No,7462
11692,25,Female,Marketing,Marketing Manager,3,Technical Degree,Married,7243,2,3,0,2,2,3,No,No,7243
11693,58,Female,Finance,Financial Analyst,3,Human Resources,Single,1500,43,3,97,6,3,3,Yes,No,1500
11694,31,Male,Finance,Finance Manager,4,Other,Single,3039,43,2,97,10,3,3,No,Yes,3039
11695,22,Male,HR,Recruiter,4,Other,Married,4682,26,3,44,7,2,3,No,No,4682
11696,37,Female,R&D,R&D Manager,5,Life Sciences,Single,9433,5,3,77,1,4,2,No,No,9433
11697,59,Female,Finance,Accountant,2,Other,Single,2908,23,5,53,4,3,3,No,No,2908
11698,40,Female,R&D,R&D Manager,2,Other,Single,5196,6,1,144,4,3,3,No,No,5196
11699,34,Male,Sales,Account Manager,2,Human Resources,Married,1500,1,2,125,6,2,3,No,No,1500
11700,52,Male,Finance,Financial Analyst,3,Other,Married,7462,35,3,72,10,3,4,No,No,7462
11701,54,Female,Sales,Account Manager,3,Human Resources,Divorced,2273,41,5,34,8,3,3,No,No,2273
11702,45,Male,Sales,Sales Executive,4,Life Sciences,Married,12520,33,3,56,5,4,3,No,No,12520
11703,27,Male,Operations,Ops Executive,2,Other,Married,3449,26,1,159,5,4,4,Yes,No,3449
11704,55,Male,Finance,Finance Manager,2,Life Sciences,Married,8848,25,4,186,2,5,3,No,No,8848
11705,49,Female,Finance,Finance Manager,3,Marketing,Single,7608,13,2,56,6,4,3,No,No,7608
11706,42,Male,R&D,R&D Manager,3,Technical Degree,Single,3401,17,1,20,0,3,3,Yes,No,3401
11707,33,Female,R&D,Research Scientist,4,Other,Married,9330,16,2,128,3,2,3,No,No,9330
11708,33,Male,Finance,Accountant,4,Medical,Married,1500,44,1,140,10,2,3,No,Yes,1500
11709,21,Female,IT,System Admin,2,Life Sciences,Single,5924,30,2,187,3,4,3,No,No,5924
11710,56,Female,R&D,Research Scientist,4,Life Sciences,Single,8118,2,7,172,7,4,3,No,No,8118
11711,24,Male,Marketing,Marketing Executive,3,Technical Degree,Married,5276,4,4,17,1,2,3,No,No,5276
11712,57,Female,Marketing,Marketing Manager,3,Other,Single,2568,13,3,167,8,4,3,No,No,2568
11713,33,Male,R&D,R&D Manager,2,Life Sciences,Single,10739,38,4,4,9,4,3,No,No,10739
11714,58,Male,Operations,Logistics Manager,4,Life Sciences,Married,5617,17,3,77,0,4,2,No,No,5617
11715,44,Female,R&D,Lab Technician,2,Technical Degree,Single,4335,23,1,87,2,4,1,No,No,4335
11716,39,Male,R&D,Lab Technician,3,Other,Married,2684,29,5,81,3,3,3,No,No,2684
11717,21,Male,Sales,Account Manager,2,Human Resources,Married,6287,48,3,107,8,3,2,No,No,6287
11718,58,Male,HR,HR Manager,3,Life Sciences,Married,5361,9,2,33,10,2,3,No,No,5361
11719,25,Male,Operations,Ops Executive,4,Other,Married,5131,15,2,146,2,2,3,No,Yes,5131
11720,36,Female,IT,IT Manager,4,Technical Degree,Married,10953,2,0,171,4,3,2,No,No,10953
11721,44,Male,IT,System Admin,4,Other,Single,10899,29,2,56,7,3,3,Yes,No,10899
11722,47,Female,Sales,Sales Executive,5,Other,Married,6750,34,1,62,1,1,3,No,No,6750
11723,21,Female,R&D,R&D Manager,4,Technical Degree,Single,8062,17,6,133,6,3,4,No,No,8062
11724,54,Male,Sales,Sales Manager,3,Medical,Single,1532,14,1,98,9,5,4,No,No,1532
11725,56,Male,R&D,R&D Manager,3,Technical Degree,Single,6274,15,3,75,0,5,3,No,No,6274
11726,24,Female,HR,HR Executive,3,Life Sciences,Married,6804,26,7,156,9,4,3,No,No,6804
11727,20,Male,R&D,R&D Manager,3,Marketing,Single,5349,34,4,40,4,3,4,No,No,5349
11728,59,Male,HR,Recruiter,3,Marketing,Single,4690,3,1,17,2,4,3,No,No,4690
11729,31,Male,R&D,Research Scientist,4,Marketing,Single,3632,18,2,156,5,3,3,Yes,No,3632
11730,55,Female,R&D,Lab Technician,2,Life Sciences,Single,6106,37,6,116,0,3,3,Yes,No,6106
11731,42,Female,Sales,Sales Executive,4,Marketing,Married,9435,36,3,94,7,2,2,No,No,9435
11732,50,Male,Operations,Operations Manager,2,Life Sciences,Single,9933,39,4,166,8,3,4,No,No,9933
11733,30,Male,Sales,Account Manager,1,Technical Degree,Married,6000,7,3,178,2,3,3,No,No,6000
11734,29,Female,Sales,Sales Manager,3,Human Resources,Married,9198,23,2,185,3,3,4,No,No,9198
11735,22,Female,Operations,Operations Manager,3,Technical Degree,Married,3201,37,1,65,8,3,3,Yes,No,3201
11736,33,Female,Marketing,Marketing Executive,1,Medical,Married,7691,26,3,127,1,4,3,No,No,7691
11737,35,Female,IT,IT Manager,3,Other,Single,5662,15,2,142,0,4,3,No,No,5662
11738,29,Male,Sales,Account Manager,3,Marketing,Single,3954,24,3,74,9,3,4,No,No,3954
11739,48,Female,Sales,Account Manager,2,Technical Degree,Married,12468,20,3,105,1,4,4,No,No,12468
11740,29,Male,Marketing,Marketing Manager,4,Life Sciences,Married,4581,37,1,58,0,4,4,No,No,4581
11741,31,Male,Operations,Operations Manager,3,Other,Married,4905,24,3,55,2,4,4,No,No,4905
11742,49,Female,HR,HR Manager,4,Other,Married,4621,14,4,186,6,3,3,Yes,No,4621
11743,20,Male,Sales,Account Manager,3,Marketing,Married,7038,32,2,113,10,4,3,No,No,7038
11744,24,Female,Sales,Account Manager,3,Life Sciences,Single,10046,35,4,119,9,5,3,No,No,10046
11745,39,Male,Sales,Sales Manager,4,Other,Married,2547,23,4,15,9,4,3,Yes,No,2547
11746,27,Female,Finance,Accountant,4,Life Sciences,Single,7430,33,2,145,4,4,3,No,No,7430
11747,31,Female,Sales,Account Manager,4,Marketing,Married,7043,2,4,58,2,4,4,No,No,7043
11748,20,Male,Marketing,Content Specialist,2,Technical Degree,Single,1500,13,4,176,9,3,3,No,No,1500
11749,39,Female,Sales,Account Manager,1,Technical Degree,Single,10052,30,1,102,1,4,3,Yes,No,10052
11750,47,Male,IT,IT Manager,4,Life Sciences,Married,6807,34,2,6,9,3,3,No,No,6807
11751,56,Female,Sales,Account Manager,3,Medical,Single,8169,11,1,75,3,4,3,Yes,No,8169
11752,56,Male,R&D,Lab Technician,5,Technical Degree,Single,1500,37,2,6,3,2,3,No,No,1500
11753,31,Female,Sales,Sales Executive,3,Life Sciences,Divorced,10393,12,4,57,1,3,3,No,No,10393
11754,56,Male,IT,IT Manager,3,Marketing,Married,12180,18,1,197,9,3,3,No,No,12180
11755,47,Male,HR,HR Manager,3,Life Sciences,Married,5549,20,2,82,9,5,3,No,Yes,5549
